census_tract,_rm_per_1000,rm_no,county_code,county,state_code,census_tract_np,census_tract_period,total_population,62yr_pp_pct,median_age,hispanic_pp_pct,non_hispanic_black_pp_pct
06071000208,1.4559068219633944,7,06071, San Bernardino County,CA,208,2.08,4808,12.2%,32.8,76.4%,0.8%
06071009800,1.4522821576763485,7,06071, San Bernardino County,CA,9800,98,4820,9.8%,25.9,69.0%,11.9%
06071008403,1.4513788098693758,9,06071, San Bernardino County,CA,8403,84.03,6201,25.9%,40.7,17.5%,11.8%
06071010013,1.4487504527345165,12,06071, San Bernardino County,CA,10013,100.13,8283,13.4%,36.5,60.6%,2.7%
06071006100,1.4381099126861838,14,06071, San Bernardino County,CA,6100,61,9735,12.2%,30,60.3%,11.2%
06071008402,1.4351320321469576,10,06071, San Bernardino County,CA,8402,84.02,6968,16.7%,36.3,30.0%,2.6%
06071010014,1.4190147982971821,7,06071, San Bernardino County,CA,10014,100.14,4933,9.0%,28.2,75.3%,5.5%
06071003804,1.4138557867097556,7,06071, San Bernardino County,CA,3804,38.04,4951,12.2%,31.3,75.8%,14.0%
06071012103,1.403705783267827,5,06071, San Bernardino County,CA,12103,121.03,3562,26.6%,39.3,20.9%,2.9%
06071010413,1.3838915029061722,10,06071, San Bernardino County,CA,10413,104.13,7226,24.2%,43.6,33.0%,6.8%
06071004601,1.3772207684891888,10,06071, San Bernardino County,CA,4601,46.01,7261,9.2%,26.7,63.5%,10.7%
06071001312,1.365320850399844,7,06071, San Bernardino County,CA,1312,13.12,5127,12.0%,32.2,64.1%,10.3%
06071010417,1.3647219379051518,4,06071, San Bernardino County,CA,10417,104.17,2931,28.0%,49.9,14.9%,0.4%
06071001103,1.3556258472661546,6,06071, San Bernardino County,CA,1103,11.03,4426,20.3%,36.4,60.5%,0.3%
06071009109,1.3556258472661546,9,06071, San Bernardino County,CA,9109,91.09,6639,17.9%,41,26.7%,1.2%
06071009913,1.3499831252109349,8,06071, San Bernardino County,CA,9913,99.13,5926,18.2%,29.4,57.0%,13.8%
06071002028,1.3386880856760375,7,06071, San Bernardino County,CA,2028,20.28,5229,17.2%,35.8,37.3%,7.3%
06071002705,1.3275175421960932,7,06071, San Bernardino County,CA,2705,27.05,5273,16.3%,35.7,68.7%,13.4%
06071010016,1.3144922773578707,8,06071, San Bernardino County,CA,10016,100.16,6086,10.2%,28,61.6%,5.8%
06071009118,1.300450513213506,28,06071, San Bernardino County,CA,9118,91.18,21531,8.3%,32.8,51.7%,15.1%
06071010416,1.292824822236587,4,06071, San Bernardino County,CA,10416,104.16,3094,21.4%,36.5,13.4%,2.7%
06071004510,1.2910365178900773,7,06071, San Bernardino County,CA,4510,45.1,5422,4.7%,21.3,53.1%,9.5%
06071001901,1.2864493996569468,6,06071, San Bernardino County,CA,1901,19.01,4664,16.3%,38.8,50.9%,4.9%
06071012700,1.2755102040816326,5,06071, San Bernardino County,CA,12700,127,3920,11.3%,34.4,60.6%,5.5%
06071000814,1.2690355329949237,5,06071, San Bernardino County,CA,814,8.14,3940,26.9%,47.6,24.4%,1.3%
06071003803,1.2655939251491592,7,06071, San Bernardino County,CA,3803,38.03,5531,10.6%,29.5,83.0%,5.4%
06071010420,1.2623074981065388,5,06071, San Bernardino County,CA,10420,104.2,3961,27.2%,38.4,17.6%,1.2%
06071000404,1.2351778656126482,5,06071, San Bernardino County,CA,404,4.04,4048,24.5%,43.7,56.5%,3.9%
06071007403,1.2342631449024932,10,06071, San Bernardino County,CA,7403,74.03,8102,12.1%,28.3,60.5%,15.7%
06071002206,1.2340600575894694,9,06071, San Bernardino County,CA,2206,22.06,7293,13.2%,33.9,64.7%,6.3%
06071008200,1.2332990750256938,6,06071, San Bernardino County,CA,8200,82,4865,30.4%,47.6,16.0%,4.1%
06071001703,1.2323943661971832,7,06071, San Bernardino County,CA,1703,17.03,5680,17.4%,37.6,53.9%,1.9%
06071010018,1.2290045063498567,9,06071, San Bernardino County,CA,10018,100.18,7323,12.4%,33.2,58.3%,6.2%
06071009911,1.2181916621548456,9,06071, San Bernardino County,CA,9911,99.11,7388,10.8%,30.1,56.3%,12.0%
06071002101,1.2096774193548387,6,06071, San Bernardino County,CA,2101,21.01,4960,12.4%,32.3,60.4%,6.5%
06071008602,1.1956001912960306,5,06071, San Bernardino County,CA,8602,86.02,4182,21.5%,39.7,36.6%,2.7%
06071008500,1.17096018735363,10,06071, San Bernardino County,CA,8500,85,8540,26.5%,46.7,13.7%,1.0%
06071008601,1.1452879581151831,7,06071, San Bernardino County,CA,8601,86.01,6112,11.5%,35.3,40.3%,3.9%
06071012104,1.1363636363636362,6,06071, San Bernardino County,CA,12104,121.04,5280,25.7%,45.3,29.4%,6.7%
06071002902,1.132319637657716,7,06071, San Bernardino County,CA,2902,29.02,6182,13.4%,32.1,78.5%,8.5%
06071002706,1.1321021722210431,16,06071, San Bernardino County,CA,2706,27.06,14133,11.0%,33.6,53.2%,15.7%
06071001702,1.1320754716981132,6,06071, San Bernardino County,CA,1702,17.02,5300,16.8%,35.5,59.0%,9.9%
06071007903,1.1081560283687943,5,06071, San Bernardino County,CA,7903,79.03,4512,15.3%,36.2,31.3%,8.1%
06071000111,1.1025358324145536,3,06071, San Bernardino County,CA,111,1.11,2721,18.2%,43.4,15.8%,7.1%
06071003302,1.0852713178294573,7,06071, San Bernardino County,CA,3302,33.02,6450,15.2%,30.9,75.4%,2.8%
06071001001,1.0797192729890228,6,06071, San Bernardino County,CA,1001,10.01,5557,10.2%,30.3,62.9%,10.6%
06071008401,1.0643444605708758,11,06071, San Bernardino County,CA,8401,84.01,10335,14.3%,32.6,35.9%,3.9%
06071011206,1.0515247108307044,1,06071, San Bernardino County,CA,11206,112.06,951,28.3%,45,30.8%,0.0%
06071007106,1.0457516339869282,4,06071, San Bernardino County,CA,7106,71.06,3825,19.1%,40.1,47.1%,6.0%
06071002704,1.041034093866574,12,06071, San Bernardino County,CA,2704,27.04,11527,11.2%,33.7,46.2%,14.3%
06071007604,1.0403662089055348,5,06071, San Bernardino County,CA,7604,76.04,4806,14.3%,34,55.9%,4.5%
06071002105,1.0135135135135136,6,06071, San Bernardino County,CA,2105,21.05,5920,17.0%,36.4,54.4%,8.1%
06071001809,1.0050251256281408,5,06071, San Bernardino County,CA,1809,18.09,4975,10.6%,31,80.6%,1.6%
06071008001,0.9988584474885844,7,06071, San Bernardino County,CA,8001,80.01,7008,20.2%,38.7,47.4%,1.1%
06071010009,0.9937888198757764,4,06071, San Bernardino County,CA,10009,100.09,4025,13.3%,32.2,55.7%,6.2%
06071008709,0.9913258983890955,4,06071, San Bernardino County,CA,8709,87.09,4035,23.2%,38.8,35.7%,4.0%
06071010026,0.9773434029320303,11,06071, San Bernardino County,CA,10026,100.26,11255,13.6%,34.5,49.6%,16.0%
06071002307,0.9710623422023694,5,06071, San Bernardino County,CA,2307,23.07,5149,13.9%,30.8,78.0%,6.1%
06071000304,0.9641651936365098,6,06071, San Bernardino County,CA,304,3.04,6223,16.3%,37.2,67.3%,2.6%
06071006603,0.9603072983354674,6,06071, San Bernardino County,CA,6603,66.03,6248,16.2%,34.8,81.9%,0.0%
06071001101,0.958543014617781,4,06071, San Bernardino County,CA,1101,11.01,4173,8.2%,28.7,76.1%,0.6%
06071004509,0.9521995810321843,5,06071, San Bernardino County,CA,4509,45.09,5251,11.7%,35.4,51.2%,12.3%
06071007302,0.9515753859166843,9,06071, San Bernardino County,CA,7302,73.02,9458,31.0%,50.9,17.3%,8.1%
06071010015,0.9501187648456056,6,06071, San Bernardino County,CA,10015,100.15,6315,13.1%,28.9,70.6%,0.8%
06071007105,0.946969696969697,3,06071, San Bernardino County,CA,7105,71.05,3168,15.3%,33.7,48.5%,5.7%
06071002011,0.9449562957713206,4,06071, San Bernardino County,CA,2011,20.11,4233,24.5%,44.1,25.5%,2.0%
06071004401,0.9337068160597572,4,06071, San Bernardino County,CA,4401,44.01,4284,10.7%,30.6,84.8%,2.6%
06071003609,0.9323140033563304,5,06071, San Bernardino County,CA,3609,36.09,5363,11.1%,32.5,87.2%,3.6%
06071010010,0.9290802105915144,6,06071, San Bernardino County,CA,10010,100.1,6458,15.1%,29.2,70.2%,2.5%
06071009108,0.9204470742932281,7,06071, San Bernardino County,CA,9108,91.08,7605,14.1%,31.9,49.8%,1.5%
06071000604,0.919793966151582,5,06071, San Bernardino County,CA,604,6.04,5436,17.9%,35.8,61.8%,2.3%
06071001707,0.9195402298850575,6,06071, San Bernardino County,CA,1707,17.07,6525,16.0%,32.4,75.0%,3.2%
06071007109,0.9075782786265315,6,06071, San Bernardino County,CA,7109,71.09,6611,17.3%,31.8,35.7%,7.4%
06071004603,0.9048136083966702,5,06071, San Bernardino County,CA,4603,46.03,5526,12.2%,34,51.9%,11.1%
06071003607,0.9038322487346349,5,06071, San Bernardino County,CA,3607,36.07,5532,15.9%,34.9,75.4%,11.2%
06071003506,0.9033423667570009,5,06071, San Bernardino County,CA,3506,35.06,5535,11.1%,29.2,70.0%,14.6%
06071010011,0.9025270758122744,5,06071, San Bernardino County,CA,10011,100.11,5540,9.9%,28.8,59.3%,5.4%
06071006201,0.9019165727170236,4,06071, San Bernardino County,CA,6201,62.01,4435,9.3%,28.6,77.1%,2.6%
06071009905,0.8980115458627325,7,06071, San Bernardino County,CA,9905,99.05,7795,9.5%,27.2,57.1%,16.0%
06071009110,0.8854944933311195,16,06071, San Bernardino County,CA,9110,91.1,18069,8.0%,29.7,51.6%,21.8%
06071009114,0.8800234672924611,9,06071, San Bernardino County,CA,9114,91.14,10227,11.2%,26.1,65.1%,17.3%
06071004202,0.876577840112202,5,06071, San Bernardino County,CA,4202,42.02,5704,12.1%,27.5,75.6%,16.3%
06071006301,0.8739730816290858,5,06071, San Bernardino County,CA,6301,63.01,5721,16.2%,31.9,65.0%,13.5%
06071002038,0.8708272859216256,6,06071, San Bernardino County,CA,2038,20.38,6890,12.8%,33.4,42.1%,23.6%
06071004201,0.8641797493878727,6,06071, San Bernardino County,CA,4201,42.01,6943,12.2%,28.5,62.2%,25.1%
06071011205,0.8598452278589854,1,06071, San Bernardino County,CA,11205,112.05,1163,22.8%,38.4,30.7%,0.6%
06071010300,0.845785170566676,3,06071, San Bernardino County,CA,10300,103,3547,22.7%,45.2,26.7%,3.2%
06071002034,0.8386014707779642,13,06071, San Bernardino County,CA,2034,20.34,15502,12.8%,34.1,38.0%,11.5%
06071009112,0.837257980115123,8,06071, San Bernardino County,CA,9112,91.12,9555,7.7%,28.5,70.4%,14.1%
06071000904,0.819224467504096,3,06071, San Bernardino County,CA,904,9.04,3662,11.6%,30.6,66.6%,2.8%
06071009117,0.8048752443371278,7,06071, San Bernardino County,CA,9117,91.17,8697,5.8%,30.8,60.0%,14.6%
06071012500,0.8045052292839903,4,06071, San Bernardino County,CA,12500,125,4972,14.9%,28.9,93.0%,0.5%
06071002031,0.7984669434685404,5,06071, San Bernardino County,CA,2031,20.31,6262,12.6%,37.8,35.0%,7.2%
06071000605,0.7863180656575586,4,06071, San Bernardino County,CA,605,6.05,5087,11.7%,29.9,87.8%,0.8%
06071003401,0.7839038411288215,6,06071, San Bernardino County,CA,3401,34.01,7654,9.1%,28.7,75.3%,6.3%
06071002606,0.7636502481863306,6,06071, San Bernardino County,CA,2606,26.06,7857,6.8%,30.3,72.3%,12.1%
06071003101,0.7565727255532438,4,06071, San Bernardino County,CA,3101,31.01,5287,7.6%,28.6,89.7%,1.5%
06071011900,0.7561436672967864,2,06071, San Bernardino County,CA,11900,119,2645,14.6%,34,45.0%,5.2%
06071003403,0.7547169811320754,3,06071, San Bernardino County,CA,3403,34.03,3975,14.6%,33.4,79.5%,0.5%
06071010415,0.7524454477050414,4,06071, San Bernardino County,CA,10415,104.15,5316,11.2%,35.1,17.7%,4.5%
06071009904,0.7508071176514753,10,06071, San Bernardino County,CA,9904,99.04,13319,9.2%,25,61.4%,16.2%
06071001600,0.7458512026850643,4,06071, San Bernardino County,CA,1600,16,5363,6.7%,32.4,96.3%,0.6%
06071005300,0.7458512026850643,4,06071, San Bernardino County,CA,5300,53,5363,13.1%,31,72.1%,10.5%
06071002304,0.7340122947059363,16,06071, San Bernardino County,CA,2304,23.04,21798,7.4%,33.1,53.5%,11.7%
06071000113,0.7298086279597794,9,06071, San Bernardino County,CA,113,1.13,12332,16.2%,35.9,47.3%,1.5%
06071000606,0.7283321194464676,3,06071, San Bernardino County,CA,606,6.06,4119,8.5%,29.1,71.3%,2.5%
06071000826,0.7215007215007215,3,06071, San Bernardino County,CA,826,8.26,4158,17.1%,34.9,53.6%,2.7%
06071010020,0.7204610951008645,6,06071, San Bernardino County,CA,10020,100.2,8328,14.1%,28.6,60.2%,10.2%
06071010025,0.7109004739336493,6,06071, San Bernardino County,CA,10025,100.25,8440,19.3%,32.7,59.8%,10.5%
