census_tract,_rm_per_1000,rm_no,county_code,county,state_code,census_tract_np,census_tract_period,total_population,62yr_pp_pct,median_age,hispanic_pp_pct,non_hispanic_black_pp_pct
06073010502,0.9165902841429882,5,06073, San Diego County,CA,10502,105.02,5455,11.8%,31.1,56.8%,8.4%
06073002711,0.9149130832570906,3,06073, San Diego County,CA,2711,27.11,3279,7.8%,28.2,32.9%,15.3%
06073016609,0.9145783793671117,5,06073, San Diego County,CA,16609,166.09,5467,14.9%,35.7,18.4%,0.1%
06073013313,0.9142160597287826,18,06073, San Diego County,CA,13313,133.13,19689,9.1%,32,40.2%,7.4%
06073013702,0.9044862518089725,5,06073, San Diego County,CA,13702,137.02,5528,15.3%,34.2,39.2%,12.7%
06073020805,0.9030704394942806,3,06073, San Diego County,CA,20805,208.05,3322,13.9%,41.5,41.7%,0.1%
06073016616,0.9006980409817609,4,06073, San Diego County,CA,16616,166.16,4441,20.4%,32.6,20.4%,2.3%
06073002602,0.8984725965858041,4,06073, San Diego County,CA,2602,26.02,4452,8.2%,28.3,63.1%,8.3%
06073020902,0.894854586129754,2,06073, San Diego County,CA,20902,209.02,2235,27.8%,49.1,16.3%,2.1%
06073001000,0.8944543828264758,4,06073, San Diego County,CA,1000,10,4472,11.5%,34.7,31.0%,2.5%
06073017056,0.8916629514043691,4,06073, San Diego County,CA,17056,170.56,4486,13.1%,35.4,18.7%,2.6%
06073017040,0.8912655971479501,4,06073, San Diego County,CA,17040,170.4,4488,19.4%,45.1,14.8%,2.3%
06073017048,0.8878366380585972,6,06073, San Diego County,CA,17048,170.48,6758,12.1%,35.1,33.5%,0.3%
06073017043,0.8849557522123894,6,06073, San Diego County,CA,17043,170.43,6780,8.0%,35.1,18.5%,2.0%
06073009305,0.8830022075055187,4,06073, San Diego County,CA,9305,93.05,4530,14.5%,35.5,17.8%,6.3%
06073018614,0.8771929824561404,5,06073, San Diego County,CA,18614,186.14,5700,30.3%,44.5,35.2%,6.6%
06073003602,0.8754012255617158,3,06073, San Diego County,CA,3602,36.02,3427,12.3%,28.3,86.9%,4.4%
06073003114,0.8665511265164644,3,06073, San Diego County,CA,3114,31.14,3462,20.8%,40.5,16.1%,18.4%
06073013420,0.8650519031141869,3,06073, San Diego County,CA,13420,134.2,3468,15.9%,35.2,32.3%,8.1%
06073002710,0.8620689655172413,4,06073, San Diego County,CA,2710,27.1,4640,13.2%,31.9,38.0%,20.9%
06073008337,0.8583690987124463,4,06073, San Diego County,CA,8337,83.37,4660,19.0%,41.5,10.6%,1.2%
06073017042,0.8575278696557638,7,06073, San Diego County,CA,17042,170.42,8163,10.8%,36.4,9.1%,1.9%
06073008800,0.8313703755022863,6,06073, San Diego County,CA,8800,88,7217,13.3%,33.7,35.4%,6.4%
06073020602,0.8302889405513119,5,06073, San Diego County,CA,20602,206.02,6022,12.7%,35.7,48.5%,2.1%
06073003303,0.8297033810412777,4,06073, San Diego County,CA,3303,33.03,4821,10.0%,27.4,75.2%,7.3%
06073017030,0.828467729209405,21,06073, San Diego County,CA,17030,170.3,25348,13.6%,36.3,6.2%,2.0%
06073008336,0.8254230293025175,2,06073, San Diego County,CA,8336,83.36,2423,18.5%,42.1,8.8%,0.0%
06073013314,0.8054051635419929,18,06073, San Diego County,CA,13314,133.14,22349,8.5%,32.4,48.2%,5.2%
06073008511,0.8017638805371818,4,06073, San Diego County,CA,8511,85.11,4989,8.4%,33,28.7%,2.4%
06073020018,0.8008237043816496,7,06073, San Diego County,CA,20018,200.18,8741,9.7%,31.3,74.2%,1.2%
06073019205,0.7970667941973537,5,06073, San Diego County,CA,19205,192.05,6273,16.0%,34.9,59.4%,4.5%
06073007400,0.7957559681697612,6,06073, San Diego County,CA,7400,74,7540,11.5%,35,13.7%,0.7%
06073000400,0.7892659826361483,3,06073, San Diego County,CA,400,4,3801,9.8%,34.4,23.3%,6.0%
06073020208,0.7797270955165692,2,06073, San Diego County,CA,20208,202.08,2565,12.0%,31.7,60.2%,4.9%
06073013104,0.7724393635099646,5,06073, San Diego County,CA,13104,131.04,6473,10.6%,32.4,83.1%,4.0%
06073020211,0.7714858818083629,5,06073, San Diego County,CA,20211,202.11,6481,13.2%,33.2,60.8%,4.9%
06073020108,0.7664009809932557,5,06073, San Diego County,CA,20108,201.08,6524,10.4%,28.6,63.7%,0.6%
06073000300,0.7635044855888528,4,06073, San Diego County,CA,300,3,5239,26.2%,43.8,16.6%,5.1%
06073005800,0.7589172780166962,3,06073, San Diego County,CA,5800,58,3953,7.7%,33.4,19.3%,2.7%
06073016614,0.7524454477050414,3,06073, San Diego County,CA,16614,166.14,3987,10.4%,33.2,17.9%,0.6%
06073007905,0.752162467092892,2,06073, San Diego County,CA,7905,79.05,2659,7.2%,29.9,12.3%,0.6%
06073017046,0.7431260837255388,3,06073, San Diego County,CA,17046,170.46,4037,22.7%,41.4,7.7%,1.0%
06073002501,0.7399186089530152,4,06073, San Diego County,CA,2501,25.01,5406,10.2%,32.2,58.7%,12.6%
06073017018,0.7340347443112307,3,06073, San Diego County,CA,17018,170.18,4087,19.1%,35.3,16.7%,3.8%
06073010009,0.7165376898824878,5,06073, San Diego County,CA,10009,100.09,6978,7.0%,30,93.4%,2.2%
06073007501,0.706880301602262,3,06073, San Diego County,CA,7501,75.01,4244,8.9%,35.5,15.6%,2.7%
06073002905,0.7012622720897616,3,06073, San Diego County,CA,2905,29.05,4278,8.9%,32.1,23.4%,11.1%
06073022100,0.6996501749125438,7,06073, San Diego County,CA,22100,221,10005,16.2%,38.2,25.0%,1.5%
06073008329,0.6890848952590959,5,06073, San Diego County,CA,8329,83.29,7256,7.8%,34.3,9.9%,3.4%
06073003902,0.683682771194166,3,06073, San Diego County,CA,3902,39.02,4388,9.7%,29.2,91.2%,5.3%
06073001700,0.6744604316546763,3,06073, San Diego County,CA,1700,17,4448,6.3%,33.8,41.3%,8.3%
06073016804,0.6665777896280496,5,06073, San Diego County,CA,16804,168.04,7501,12.2%,33.6,19.2%,1.1%
06073008364,0.663239927043608,4,06073, San Diego County,CA,8364,83.64,6031,6.4%,29.7,12.8%,1.1%
06073016502,0.6548788474132285,5,06073, San Diego County,CA,16502,165.02,7635,12.0%,30,24.6%,4.7%
06073008701,0.6265664160401002,2,06073, San Diego County,CA,8701,87.01,3192,8.1%,30.7,19.6%,7.7%
06073013102,0.6264682850430697,4,06073, San Diego County,CA,13102,131.02,6385,12.9%,31.6,76.6%,3.6%
06073020207,0.6257822277847309,3,06073, San Diego County,CA,20207,202.07,4794,7.4%,30.6,83.4%,1.0%
06073017033,0.6077795786061588,3,06073, San Diego County,CA,17033,170.33,4936,18.7%,41.6,10.4%,1.3%
06073008357,0.6074104069649726,3,06073, San Diego County,CA,8357,83.57,4939,18.3%,36.9,15.0%,3.4%
06073005900,0.5980861244019139,2,06073, San Diego County,CA,5900,59,3344,20.5%,35.2,23.3%,3.2%
06073013418,0.5971931919976112,4,06073, San Diego County,CA,13418,134.18,6698,17.8%,38.8,63.4%,2.7%
06073017049,0.5945303210463733,2,06073, San Diego County,CA,17049,170.49,3364,14.0%,35.4,24.8%,1.5%
06073018603,0.5928560841855639,4,06073, San Diego County,CA,18603,186.03,6747,11.3%,30,64.8%,6.3%
06073003404,0.5926511260371395,3,06073, San Diego County,CA,3404,34.04,5062,14.3%,31.4,68.8%,11.7%
06073008335,0.5918327086210299,6,06073, San Diego County,CA,8335,83.35,10138,11.8%,39.6,11.7%,1.8%
06073012102,0.5908419497784342,2,06073, San Diego County,CA,12102,121.02,3385,18.4%,36.5,76.6%,1.5%
06073009107,0.5888125613346419,3,06073, San Diego County,CA,9107,91.07,5095,12.2%,28.5,17.7%,3.1%
06073012402,0.5874290189935383,3,06073, San Diego County,CA,12402,124.02,5107,15.5%,38,75.6%,3.6%
06073019404,0.5866823115283074,2,06073, San Diego County,CA,19404,194.04,3409,13.9%,33.6,78.6%,0.1%
06073017032,0.5858993555107089,9,06073, San Diego County,CA,17032,170.32,15361,12.4%,36.6,8.8%,1.3%
06073012302,0.585480093676815,1,06073, San Diego County,CA,12302,123.02,1708,23.7%,33.6,69.2%,2.5%
06073010014,0.5834305717619602,11,06073, San Diego County,CA,10014,100.14,18854,13.2%,37.5,50.4%,10.8%
06073016503,0.5745475438092502,2,06073, San Diego County,CA,16503,165.03,3481,13.2%,30.5,28.1%,7.0%
06073003004,0.5699088145896656,3,06073, San Diego County,CA,3004,30.04,5264,9.6%,30.4,69.7%,18.2%
06073015301,0.5617977528089888,2,06073, San Diego County,CA,15301,153.01,3560,9.4%,33.4,18.1%,1.0%
06073013206,0.5567153792623522,4,06073, San Diego County,CA,13206,132.06,7185,22.7%,37.4,81.6%,2.3%
06073020109,0.5550416281221091,3,06073, San Diego County,CA,20109,201.09,5405,12.3%,34.1,60.2%,0.6%
06073012200,0.5468963631391851,2,06073, San Diego County,CA,12200,122,3657,14.0%,33.7,76.7%,2.4%
06073013308,0.5451076587626056,2,06073, San Diego County,CA,13308,133.08,3669,10.4%,33.6,78.0%,5.1%
06073011802,0.5404675043912984,4,06073, San Diego County,CA,11802,118.02,7401,13.7%,32.5,72.5%,1.7%
06073002601,0.5348546978070957,3,06073, San Diego County,CA,2601,26.01,5609,9.5%,30.8,64.0%,1.7%
06073002712,0.5302226935312832,3,06073, San Diego County,CA,2712,27.12,5658,16.9%,32.4,36.1%,29.8%
06073000900,0.5225570458108344,3,06073, San Diego County,CA,900,9,5741,10.2%,34.1,27.8%,12.4%
06073017044,0.5149330587023687,3,06073, San Diego County,CA,17044,170.44,5826,10.7%,38.8,8.2%,2.8%
06073013905,0.5132152938157557,2,06073, San Diego County,CA,13905,139.05,3897,15.9%,42.3,29.3%,13.9%
06073016302,0.5115089514066495,3,06073, San Diego County,CA,16302,163.02,5865,11.0%,33,32.0%,3.5%
06073019405,0.500751126690035,2,06073, San Diego County,CA,19405,194.05,3994,7.7%,29.7,64.0%,2.7%
06073011700,0.4935834155972359,3,06073, San Diego County,CA,11700,117,6078,30.6%,49,56.9%,3.5%
06073020601,0.48123195380173245,3,06073, San Diego County,CA,20601,206.01,6234,7.0%,29.3,73.4%,1.3%
06073012101,0.4752851711026616,1,06073, San Diego County,CA,12101,121.01,2104,18.9%,43.4,69.4%,0.9%
06073007903,0.4631773969430292,2,06073, San Diego County,CA,7903,79.03,4318,11.0%,32.1,15.8%,1.6%
06073003901,0.4567252797442339,2,06073, San Diego County,CA,3901,39.01,4379,9.4%,28.9,85.2%,7.8%
06073008313,0.45167118337850043,1,06073, San Diego County,CA,8313,83.13,2214,33.7%,48.9,9.5%,0.7%
06073021500,0.45134500812421013,5,06073, San Diego County,CA,21500,215,11078,11.4%,40.2,10.8%,0.5%
06073020021,0.4476943739740337,3,06073, San Diego County,CA,20021,200.21,6701,9.4%,30.5,60.0%,0.3%
06073002709,0.447427293064877,2,06073, San Diego County,CA,2709,27.09,4470,7.1%,29.9,54.0%,22.6%
06073008366,0.444247001332741,3,06073, San Diego County,CA,8366,83.66,6753,8.8%,42.2,6.7%,0.0%
06073002401,0.4174493842621582,2,06073, San Diego County,CA,2401,24.01,4791,10.0%,32.1,58.3%,3.7%
06073013205,0.41135335252982314,1,06073, San Diego County,CA,13205,132.05,2431,9.6%,31.6,91.8%,1.4%
06073004100,0.4105652114410839,3,06073, San Diego County,CA,4100,41,7307,7.7%,32.7,42.6%,10.4%
06073015802,0.4100881689563256,2,06073, San Diego County,CA,15802,158.02,4877,20.5%,40,35.1%,7.5%
06073009509,0.4095842719639566,2,06073, San Diego County,CA,9509,95.09,4883,6.0%,33.1,13.7%,4.2%
06073003501,0.4057618178129438,2,06073, San Diego County,CA,3501,35.01,4929,8.9%,28,84.5%,4.4%
06073020500,0.3938558487593541,2,06073, San Diego County,CA,20500,205,5078,15.9%,29.6,68.9%,0.7%
06073010005,0.3844675124951942,3,06073, San Diego County,CA,10005,100.05,7803,16.2%,33.1,93.3%,0.4%
06073021100,0.37509377344336087,3,06073, San Diego County,CA,21100,211,7998,23.0%,39.8,42.9%,1.7%
06073014806,0.3599712023038157,1,06073, San Diego County,CA,14806,148.06,2778,12.8%,34.8,39.8%,5.9%
06073020029,0.34435261707988984,2,06073, San Diego County,CA,20029,200.29,5808,19.2%,33.4,62.7%,2.4%
06073010106,0.34393809114359414,2,06073, San Diego County,CA,10106,101.06,5815,16.0%,33,86.9%,0.6%
06073005300,0.3420557550880794,2,06073, San Diego County,CA,5300,53,5847,16.6%,40.3,23.9%,10.2%
06073019206,0.33846674564224066,2,06073, San Diego County,CA,19206,192.06,5909,11.0%,29.2,70.8%,2.7%
06073013203,0.33377837116154874,2,06073, San Diego County,CA,13203,132.03,5992,19.6%,35.4,84.5%,0.5%
06073002301,0.3254149040026033,1,06073, San Diego County,CA,2301,23.01,3073,12.1%,31.1,49.5%,15.2%
06073000500,0.31735956839098695,1,06073, San Diego County,CA,500,5,3151,19.4%,39.6,17.7%,1.1%
06073018609,0.3107037439801149,2,06073, San Diego County,CA,18609,186.09,6437,10.3%,35,57.1%,3.4%
06073009504,0.30983733539891556,2,06073, San Diego County,CA,9504,95.04,6455,17.4%,40.6,13.0%,5.1%
06073010111,0.30959752321981426,1,06073, San Diego County,CA,10111,101.11,3230,17.4%,34.6,92.1%,0.9%
06073008340,0.30731407498463426,3,06073, San Diego County,CA,8340,83.4,9762,8.3%,28.9,10.4%,3.7%
06073017053,0.302571860816944,1,06073, San Diego County,CA,17053,170.53,3305,24.8%,46.1,9.0%,0.1%
06073006500,0.29770765108663294,1,06073, San Diego County,CA,6500,65,3359,32.5%,49.1,20.0%,13.2%
06073018200,0.2961208172934557,2,06073, San Diego County,CA,18200,182,6754,11.6%,33.7,53.4%,2.5%
06073008355,0.2889338341519792,1,06073, San Diego County,CA,8355,83.55,3461,14.7%,35,11.0%,6.9%
06073017035,0.28530670470756064,1,06073, San Diego County,CA,17035,170.35,3505,17.1%,40.3,10.7%,7.4%
06073013802,0.2838489923360772,1,06073, San Diego County,CA,13802,138.02,3523,9.3%,30.1,55.6%,16.7%
06073015801,0.2821670428893905,1,06073, San Diego County,CA,15801,158.01,3544,10.4%,31,33.7%,11.5%
06073012002,0.2818489289740699,1,06073, San Diego County,CA,12002,120.02,3548,23.8%,42.4,40.8%,4.5%
06073021900,0.28141269171239625,2,06073, San Diego County,CA,21900,219,7107,4.4%,25,44.2%,14.2%
06073017039,0.27159152634437805,2,06073, San Diego County,CA,17039,170.39,7364,16.6%,38.7,9.7%,1.3%
06073005100,0.25967281225655675,2,06073, San Diego County,CA,5100,51,7702,12.4%,39.3,33.0%,13.0%
06073016202,0.25853154084798347,1,06073, San Diego County,CA,16202,162.02,3868,6.2%,29.6,19.5%,13.4%
06073019501,0.2458210422812193,1,06073, San Diego County,CA,19501,195.01,4068,3.5%,25.5,83.2%,1.6%
06073003304,0.2439619419370578,1,06073, San Diego County,CA,3304,33.04,4099,9.5%,27.3,64.2%,11.5%
06073016615,0.22281639928698752,1,06073, San Diego County,CA,16615,166.15,4488,12.3%,36.6,21.8%,3.6%
06073004000,0.22158209616662974,1,06073, San Diego County,CA,4000,40,4513,8.5%,30.4,89.7%,4.0%
06073008359,0.22026431718061676,1,06073, San Diego County,CA,8359,83.59,4540,9.3%,29.9,32.2%,3.7%
06073009304,0.2176041780002176,2,06073, San Diego County,CA,9304,93.04,9191,10.4%,30.8,23.2%,4.6%
06073003105,0.2144082332761578,1,06073, San Diego County,CA,3105,31.05,4664,15.9%,31.6,66.6%,6.4%
06073012700,0.20542317173377156,1,06073, San Diego County,CA,12700,127,4868,15.4%,37.5,76.8%,4.6%
06073019903,0.19860973187686196,1,06073, San Diego County,CA,19903,199.03,5035,18.0%,35.7,35.5%,4.1%
06073020210,0.1966955153422502,1,06073, San Diego County,CA,20210,202.1,5084,12.8%,32.5,55.0%,1.7%
06073003201,0.19391118867558657,1,06073, San Diego County,CA,3201,32.01,5157,12.2%,28.7,40.5%,13.9%
06073013310,0.19281444822932065,6,06073, San Diego County,CA,13310,133.1,31118,12.9%,35.2,47.9%,3.1%
06073010012,0.19234468166955182,1,06073, San Diego County,CA,10012,100.12,5199,9.3%,30.1,96.9%,0.4%
06073020209,0.19142419601837674,1,06073, San Diego County,CA,20209,202.09,5224,22.4%,35.2,57.1%,1.9%
06073002707,0.18501387604070305,1,06073, San Diego County,CA,2707,27.07,5405,8.5%,29.8,57.9%,11.1%
06073010112,0.17596339961288052,1,06073, San Diego County,CA,10112,101.12,5683,8.7%,29.4,84.4%,4.5%
06073001600,0.17179178835251677,1,06073, San Diego County,CA,1600,16,5821,14.6%,31.7,49.1%,16.0%
06073001300,0.159846547314578,1,06073, San Diego County,CA,1300,13,6256,7.8%,32,29.9%,8.4%
06073002702,0.15748031496062992,1,06073, San Diego County,CA,2702,27.02,6350,11.7%,29.9,28.7%,21.3%
06073008328,0.15527950310559008,1,06073, San Diego County,CA,8328,83.28,6440,14.6%,43.7,7.3%,0.0%
06073020202,0.14729709824716453,1,06073, San Diego County,CA,20202,202.02,6789,7.8%,28.3,81.9%,2.8%
06073016504,0.14585764294049006,1,06073, San Diego County,CA,16504,165.04,6856,9.4%,31.9,31.3%,8.8%
06073008341,0.11978917105893627,1,06073, San Diego County,CA,8341,83.41,8348,12.0%,25.9,6.1%,1.1%
06073008354,0.09758953840148336,1,06073, San Diego County,CA,8354,83.54,10247,10.9%,32.2,8.6%,4.9%
06073008333,0.06111348774674571,1,06073, San Diego County,CA,8333,83.33,16363,8.0%,37.8,8.2%,0.7%
06073018700,0.025803787996077823,1,06073, San Diego County,CA,18700,187,38754,0.3%,21.6,28.6%,8.7%
