activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2021,549300TINI6CL78UD591,31084,CA,06037,06037503201,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,3,0,2,2,31,1,1,1,2,275000.0,,,,3,,,,,,,,,2,2,2,2,595000,1,1,3,5,1,,29.0,,9,9,1,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,2,1,6,,,,,5,,,,4199,74.59,80000,133,915,1157,59
2021,549300TINI6CL78UD591,31084,CA,06037,06037405600,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,2,2,31,1,1,1,2,275000.0,,1.915,,3,,,,,,,,,2,2,2,2,745000,1,1,3,5,1,,29.0,,9,9,1,,,,,1.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,2,1,6,,,,,10,,,,5795,84.37999999999998,80000,145,1234,1465,59
2021,549300TINI6CL78UD591,31084,CA,06037,06037240300,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,3,0,2,2,31,1,1,1,2,275000.0,,,,3,,,,,,,,,2,2,2,2,445000,1,1,3,5,1,,15.0,,9,9,1,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,1,1,6,,,,,4,,,,4966,97.64,80000,54,416,1260,58
2021,549300MHH03ICJYEPE85,31084,CA,06037,06037535501,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,9,2,2,31,1,1,1,2,275000.0,,2.485,,3,,,,,,,,2,2,2,2,2,535000,1,1,3,5,1,,31.0,,9,9,1,13.0,,,,1.0,11.0,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,55-64,55-64,Yes,Yes,2,1,6,,,,,10,,,,4036,98.98,80000,57,197,794,63
2021,5493007BX4I89K17ZM64,31084,CA,06037,06037402403,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,4,0,2,2,32,1,1,2,2,275000.0,,,,3,,,,,,,,,2,2,2,2,,1,1,3,5,1,,28.0,,9,9,1,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,5454,78.42,80000,100,829,1086,50
2021,549300CK7U1WMTIG6687,31084,CA,06037,06037553000,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,2,2,2,32,1,1,1,2,275000.0,,2.6,,3,,,,,,,,2,2,2,2,2,575000,1,1,3,5,1,,53.0,,9,10,1,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,Yes,,2,1,6,,,,,10,,,,4749,81.51,80000,133,1065,1253,59
2021,549300CK7U1WMTIG6687,31084,CA,06037,06037407702,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,2,2,31,1,1,1,2,275000.0,,2.55,,3,,,,,,,,2,2,2,2,2,535000,1,1,3,5,1,,27.0,,9,9,1,,,,,1.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,2,1,6,,,,,10,,,,6837,94.91,80000,105,1158,1564,49
2021,549300CK7U1WMTIG6687,31084,CA,06037,06037552200,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,71,2,2,31,1,1,1,2,275000.0,,2.81,,3,,,,,,,,2,2,2,2,2,515000,1,1,3,5,1,,32.0,,9,9,1,,,,,1.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,65-74,Yes,Yes,1,1,6,,,,,10,,,,6141,95.62,80000,68,498,1064,53
2021,549300CK7U1WMTIG6687,31084,CA,06037,06037553701,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,71,2,2,31,1,1,1,2,275000.0,,2.55,,3,,,,,,,,2,2,2,2,2,525000,1,1,3,5,1,,27.0,,9,9,1,,,,,1.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,65-74,Yes,Yes,2,1,6,,,,,10,,,,3965,97.96,80000,67,325,872,55
2021,549300CK7U1WMTIG6687,31084,CA,06037,06037204700,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,2,0,2,2,31,1,1,1,2,275000.0,,2.58,,3,,,,,,,,2,2,2,2,2,475000,1,1,3,5,1,,22.0,,9,10,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,4795,94.83,80000,67,480,1155,72
2021,549300CR5XDK0TP7I727,31084,CA,06037,06037431501,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,71,2,2,32,1,1,1,2,275000.0,,2.445,,3,,,,,,,,2,2,2,2,2,455000,1,1,3,5,1,,44.0,,9,10,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,4557,78.54,80000,76,987,1470,47
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037240300,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,4,0,2,2,31,1,1,1,2,275000.0,,,,3,,,,,,,,12,2,2,2,2,,1,1,3,5,1,,15.0,,9,9,1,,,,,1.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,55-64,Yes,Yes,2,1,6,,,,,10,,,,4966,97.64,80000,54,416,1260,58
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037500402,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,4,0,2,2,31,1,1,1,2,275000.0,,,,3,,,,,,,,1,2,2,2,2,,1,1,3,5,1,,17.0,,9,9,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,4477,95.53,80000,79,554,984,65
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037407502,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,2,2,2,4,1,1,2,2,275000.0,,2.3,,3,,,,,,,,1,2,2,2,2,525000,1,1,3,5,1,,11.0,,9,10,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,4105,94.37,80000,92,549,883,59
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037101400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,4,0,2,2,4,1,1,1,2,275000.0,,,,3,,,,,,,,1,2,2,2,2,,1,1,3,5,1,,12.0,,9,9,1,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,4109,37.97,80000,98,972,1328,53
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037239701,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,2,2,31,1,1,2,2,275000.0,,2.33,,3,,,,,,,,1,2,2,2,2,505000,1,1,3,5,1,,18.0,,9,9,1,,,,,1.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,2,1,6,,,,,10,,,,4919,99.9,80000,40,345,898,70
2021,549300OPCWU6E72WUT29,31084,CA,06037,06037602801,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,71,2,2,31,1,1,1,2,275000.0,,2.285,,3,,,,,,,,2,2,2,2,2,535000,1,1,3,5,1,,18.0,,9,9,1,11.0,,,,1.0,11.0,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,55-64,Yes,Yes,2,1,6,,,,,10,,,,3829,96.53,80000,44,196,586,54
2021,549300OPCWU6E72WUT29,31084,CA,06037,06037572301,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,1,71,2,2,31,1,1,1,2,275000.0,,2.455,,3,,,,,,,,2,2,2,2,2,525000,1,1,3,5,1,,16.0,,9,10,11,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,3835,94.89,80000,90,415,927,57
2021,PAOOWF3GUFM46FBSP561,31084,CA,06037,06037201401,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,8,2,2,31,1,1,1,2,275000.0,,3.07,,3,,,,,,,,1,2,2,2,2,625000,1,1,3,5,1,,22.0,,9,9,1,,,,,5.0,,,,,1,4,5.0,,,,,8.0,,,,,1,4,1,5,1,4,55-64,9999,No,,2,1,6,,,,,10,,,,5127,94.79,80000,67,579,968,56
2021,PAOOWF3GUFM46FBSP561,31084,CA,06037,06037402705,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,8,2,2,31,1,1,1,2,275000.0,,3.15,,3,,,,,,,,1,2,2,2,2,605000,1,1,3,5,1,,32.0,,9,9,1,,,,,1.0,,,,,1,1,5.0,,,,,5.0,,,,,1,1,1,2,1,1,55-64,65-74,Yes,Yes,2,1,6,,,,,10,,,,3551,79.22,80000,111,771,892,59
2021,PAOOWF3GUFM46FBSP561,31084,CA,06037,06037402405,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,3,0,2,2,31,1,1,1,2,275000.0,,,,3,,,,,,,,1,2,2,2,2,,1,1,3,5,1,,12.0,,9,9,1,11.0,,,,1.0,11.0,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,2,1,6,,,,,1,,,,2995,99.67,80000,99,526,646,57
2021,PAOOWF3GUFM46FBSP561,31084,CA,06037,06037542900,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,3,0,2,2,31,1,1,1,2,275000.0,,,,3,,,,,,,,1,2,2,2,2,,1,1,3,5,1,,19.0,,9,9,1,,,,,1.0,,,,,2,1,5.0,,,,,5.0,,,,,2,2,2,1,2,2,65-74,65-74,Yes,Yes,2,2,6,,,,,1,,,,2899,99.76,80000,71,428,782,61
2021,549300TINI6CL78UD591,31084,CA,06037,06037553400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,4,0,2,2,31,1,1,1,2,275000.0,,,,3,,,,,,,,,2,2,2,2,,1,1,3,5,2,,47.0,,9,9,1,11.0,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,Yes,,2,1,6,,,,,10,,,,3628,91.43,80000,90,602,893,58
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037572301,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,4,0,2,2,31,1,1,2,2,275000.0,,,,3,,,,,,,,1,2,2,2,2,,1,1,3,5,2,,26.0,,9,9,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,3835,94.89,80000,90,415,927,57
2021,549300TINI6CL78UD591,31084,CA,06037,06037218400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,2,2,2,31,1,1,1,2,275000.0,,2.445,,3,,,,,,,,,2,2,2,2,965000,1,1,3,5,3,,9.0,,9,9,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,4290,95.43,80000,57,426,1168,66
2021,5493001FXF3J5C0QWQ87,31084,CA,06037,06037541700,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Black or African American,Male,1,2,2,2,31,1,1,1,2,285000.0,,3.055,,3,,,,,,,,1,2,2,2,2,485000,1,1,3,5,1,,27.0,,9,10,14,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,6244,99.33,80000,84,911,1345,62
2021,5493001FXF3J5C0QWQ87,31084,CA,06037,06037543501,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,2,0,2,2,31,1,1,1,2,285000.0,,1.64,,3,,,,,,,,1,2,2,2,2,505000,1,1,3,5,1,,27.0,,9,10,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,6516,90.29,80000,94,1139,1475,46
2021,549300TINI6CL78UD591,31084,CA,06037,06037113321,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,2,2,31,1,1,2,2,285000.0,,3.06,,3,,,,,,,,,2,2,2,2,485000,1,1,3,5,1,,49.0,,9,9,1,14.0,,,,1.0,13.0,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,65-74,Yes,Yes,1,1,6,,,,,10,,,,5619,67.79,80000,85,675,702,42
2021,549300TINI6CL78UD591,31084,CA,06037,06037204300,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,5,0,2,2,31,1,1,1,2,285000.0,,,,3,,,,,,,,,2,2,2,2,,1,1,3,5,1,,31.0,,9,9,1,,,,,5.0,,,,,1,4,5.0,,,,,8.0,,,,,1,4,2,5,1,4,>74,9999,Yes,,1,1,6,,,,,10,,,,4812,97.76,80000,48,248,1068,71
2021,549300TINI6CL78UD591,31084,CA,06037,06037405500,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,1,2,2,2,31,1,1,1,2,285000.0,,2.185,,3,,,,,,,,,2,2,2,2,605000,1,1,3,5,1,,34.0,,9,9,1,11.0,,,,1.0,,,,,2,2,6.0,,,,,6.0,,,,,2,2,2,1,2,2,65-74,65-74,Yes,Yes,2,1,6,,,,,10,,,,6847,84.23999999999998,80000,136,1481,1714,59
2021,549300TINI6CL78UD591,31084,CA,06037,06037119201,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,1,2,2,2,31,1,1,1,2,285000.0,,2.215,,3,,,,,,,,,2,2,2,2,645000,1,1,3,5,1,,22.0,,9,9,1,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,1,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,3966,94.88,80000,106,630,849,60
2021,549300TINI6CL78UD591,31084,CA,06037,06037201402,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,2,2,2,31,1,1,1,2,285000.0,,2.27,,3,,,,,,,,,2,2,2,2,685000,1,1,3,5,1,,79.0,,9,9,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,Yes,,1,1,6,,,,,10,,,,4693,92.05,80000,88,968,1260,66
2021,549300TINI6CL78UD591,31084,CA,06037,06037101400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,2,2,2,31,1,1,1,2,285000.0,,2.28,,3,,,,,,,,,2,2,2,2,705000,1,1,3,5,1,,12.0,,9,9,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,4109,37.97,80000,98,972,1328,53
2021,549300MHH03ICJYEPE85,31084,CA,06037,06037104404,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,5,0,2,1,32,1,1,2,2,285000.0,,,,3,,,,,,,,,2,2,2,2,,1,1,3,5,1,,29.0,,9,9,1,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,2769,98.74,80000,55,279,540,60
2021,549300MHH03ICJYEPE85,31084,CA,06037,06037533701,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Female,3,0,2,2,31,1,1,1,2,285000.0,,,,3,,,,,,,,2,2,2,2,2,515000,1,1,3,5,1,,17.0,,9,10,1,11.0,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,6,,,,,4,,,,3850,98.31,80000,54,250,777,60
2021,5493007BX4I89K17ZM64,31084,CA,06037,06037901101,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,2,2,31,1,1,2,2,285000.0,,2.33,,3,,,,,,,,,2,2,2,2,505000,1,1,3,5,1,,34.0,,7,9,1,11.0,,,,1.0,11.0,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,65-74,Yes,Yes,1,1,6,,,,,10,,,,4974,45.07,80000,86,1141,1758,31
2021,5493007BX4I89K17ZM64,31084,CA,06037,06037433307,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,1,2,2,2,32,1,1,2,2,285000.0,,2.07,,3,,,,,,,,,2,2,2,2,595000,1,1,3,5,1,,82.0,,7,10,1,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,Yes,,1,1,6,,,,,10,,,,3188,95.39,80000,79,448,715,37
2021,5493007BX4I89K17ZM64,31084,CA,06037,06037294200,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,2,2,2,32,1,1,2,2,285000.0,,2.07,,3,,,,,,,,,2,2,2,2,545000,1,1,3,5,1,,65.0,,7,10,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,Yes,,1,1,6,,,,,10,,,,5559,93.2,80000,105,814,1124,60
2021,549300CK7U1WMTIG6687,31084,CA,06037,06037532001,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,5,0,2,2,32,1,1,1,2,285000.0,,,,3,,,,,,,,2,2,2,2,2,,1,1,3,5,1,,48.0,,9,9,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,3235,94.81,80000,66,359,861,66
2021,549300CK7U1WMTIG6687,31084,CA,06037,06037240300,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,2,2,2,4,1,1,1,2,285000.0,,2.57,,3,,,,,,,,2,2,2,2,2,525000,1,1,3,5,1,,17.0,,9,10,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,4966,97.64,80000,54,416,1260,58
2021,549300CK7U1WMTIG6687,31084,CA,06037,06037402706,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,4,0,2,2,32,1,1,1,2,285000.0,,,,3,,,,,,,,2,2,2,2,2,,1,1,3,5,1,,43.0,,9,9,1,,,,,1.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,55-64,Yes,Yes,2,1,6,,,,,10,,,,4180,93.64,80000,88,637,940,57
2021,549300CR5XDK0TP7I727,31084,CA,06037,06037430101,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,2,2,31,1,1,1,2,285000.0,,2.82,,3,,,,,,,,,2,2,2,2,535000,1,1,3,5,1,,44.0,,3,3,1,,,,,1.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,65-74,Yes,Yes,2,1,6,,,,,10,,,,5023,68.84,80000,97,653,998,43
2021,549300CR5XDK0TP7I727,31084,CA,06037,06037541604,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,2,2,31,1,1,1,2,285000.0,,2.32,,3,,,,,,,,,2,2,2,2,525000,1,1,3,5,1,,23.0,,9,9,1,11.0,,,,1.0,11.0,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,55-64,65-74,Yes,Yes,2,1,6,,,,,10,,,,6248,97.3,80000,45,512,1165,63
2021,549300CR5XDK0TP7I727,31084,CA,06037,06037240800,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,4,0,2,2,32,1,1,1,2,285000.0,,,,3,,,,,,,,,2,2,2,2,,1,1,3,5,1,,8.0,,9,9,1,,,,,1.0,,,,,2,2,5.0,,,,,6.0,,,,,2,2,1,2,2,2,65-74,>74,Yes,Yes,2,1,6,,,,,10,,,,4950,98.0,80000,53,444,956,61
2021,549300CR5XDK0TP7I727,31084,CA,06037,06037572700,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,0,2,2,31,1,1,1,2,285000.0,,2.455,,3,,,,,,,,2,2,2,2,2,575000,1,1,3,5,1,,26.0,,9,9,1,,,,,11.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,55-64,Yes,Yes,2,1,6,,,,,10,,,,5653,96.32,80000,87,901,1227,62
2021,549300CR5XDK0TP7I727,31084,CA,06037,06037402301,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,4,0,2,2,31,1,1,1,2,285000.0,,,,3,,,,,,,,2,2,2,2,2,,1,1,3,5,1,,35.0,,9,9,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,5777,90.32,80000,75,621,1281,59
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037407002,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,2,2,2,31,1,1,2,2,285000.0,,2.205,,3,,,,,,,,1,2,2,2,2,545000,1,1,3,5,1,,18.0,,9,10,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,Yes,,2,1,6,,,,,10,,,,3740,98.61000000000001,80000,110,577,764,58
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037203710,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,2,2,2,31,1,1,1,2,285000.0,,2.55,,3,,,,,,,,1,2,2,2,2,505000,1,1,3,5,1,,23.0,,9,10,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,3458,99.13,80000,54,216,675,70
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037553702,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,2,2,2,4,1,1,2,2,285000.0,,4.31,,3,,,,,,,,,2,2,2,2,515000,1,1,3,5,1,,25.0,,9,10,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,5017,99.44,80000,63,486,1012,58
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037500800,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,2,2,31,1,1,2,2,285000.0,,2.58,,3,,,,,,,,1,2,2,2,2,585000,1,1,3,5,1,,31.0,,9,9,1,11.0,,,,1.0,11.0,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,55-64,Yes,Yes,2,1,6,,,,,10,,,,5620,93.49,80000,101,1061,1189,59
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037910505,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,4,0,2,2,31,1,1,1,2,285000.0,,,,3,,,,,,,,1,2,2,2,2,,1,1,3,5,1,,41.0,,9,9,1,,,,,1.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,2,2,6,,,,,10,,,,3049,74.75,80000,80,576,873,29
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037402703,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,2,2,31,1,1,2,2,285000.0,,2.84,,3,,,,,,,,1,2,2,2,2,595000,1,1,3,5,1,,48.0,,9,9,1,11.0,,,,1.0,11.0,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,2,1,6,,,,,10,,,,4714,87.81999999999998,80000,105,741,1115,50
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037482001,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,4,0,2,2,2,1,1,2,2,285000.0,,,,3,,,,,,,,1,2,2,2,2,,1,1,3,5,1,,11.0,,9,9,1,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,2,2,6,,,,,10,,,,2737,89.37,80000,188,857,900,49
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037535901,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,1,0,2,2,4,1,1,1,2,285000.0,,3.29,,3,,,,,,,,1,2,2,2,2,535000,1,1,3,5,1,,18.0,,9,9,1,11.0,,,,1.0,11.0,,,,2,2,6.0,,,,,6.0,,,,,2,2,2,1,2,1,>74,>74,Yes,Yes,2,2,6,,,,,10,,,,5653,99.03,80000,88,779,1251,66
