activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2021,549300CR5XDK0TP7I727,31084,CA,06037,06037551401,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,71,2,2,31,1,1,1,2,435000.0,,2.3,,3,,,,,,,,2,2,2,2,2,635000,1,1,3,5,1,,9.0,,9,10,1,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,4753,81.81999999999998,80000,104,555,806,52
2021,549300CR5XDK0TP7I727,31084,CA,06037,06037533106,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,2,2,2,32,1,1,1,2,435000.0,,3.08,,3,,,,,,,,2,2,2,2,2,575000,1,1,3,5,1,,18.0,,9,10,1,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,1702,99.76,80000,50,106,350,68
2021,549300CR5XDK0TP7I727,31084,CA,06037,06037131600,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,71,2,2,31,1,1,1,2,435000.0,,2.455,,3,,,,,,,,2,2,2,2,2,675000,1,1,3,5,1,,12.0,,9,10,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,5327,69.95,80000,111,1105,1498,58
2021,549300L4YRGOSZO6BP34,31084,CA,06037,06037503703,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,71,2,2,32,1,1,1,2,435000.0,,2.58,,3,,,,,,,,1,1,2,2,2,735000,1,1,3,5,1,,27.0,,9,10,1,,,,,5.0,,,,,1,4,5.0,,,,,8.0,,,,,1,4,1,5,1,4,>74,9999,Yes,,2,1,6,,,,,10,,,,7841,72.72,80000,147,2134,2327,24
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037574400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,2,2,2,31,1,1,2,2,435000.0,,2.925,,3,,,,,,,,1,2,2,2,2,705000,1,1,3,5,1,,20.0,,9,10,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,5310,35.14,80000,182,1627,1951,0
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037403403,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,2,2,31,1,1,2,2,435000.0,,2.58,,3,,,,,,,,1,2,2,2,2,975000,1,1,3,5,1,,58.0,,9,9,1,11.0,,,,1.0,11.0,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,2,1,6,,,,,10,,,,4949,92.24,80000,207,1397,1606,30
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037406300,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,2,2,31,1,1,1,2,435000.0,,2.59,,3,,,,,,,,1,2,2,2,2,845000,1,1,3,5,1,,92.0,,9,9,1,11.0,,,,1.0,11.0,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,2,1,6,,,,,10,,,,5575,78.34999999999998,80000,158,1295,1401,42
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037430901,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,4,0,2,2,4,1,1,2,2,435000.0,,,,3,,,,,,,,1,2,2,2,2,,1,1,3,5,1,,43.0,,9,9,1,11.0,,,,1.0,11.0,,,,2,2,6.0,,,,,6.0,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,2,1,6,,,,,10,,,,4397,75.37,80000,106,482,1111,54
2021,549300OPCWU6E72WUT29,31084,CA,06037,06037218220,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,1,71,2,2,31,1,1,1,2,435000.0,,2.425,,3,,,,,,,,2,2,2,2,2,685000,1,1,3,5,1,,22.0,,9,10,1,11.0,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,1,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,4592,90.44,80000,82,490,931,76
2021,PAOOWF3GUFM46FBSP561,31084,CA,06037,06037531201,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,3,0,2,2,2,1,1,2,2,435000.0,,,,3,,,,,,,,,2,2,2,2,,1,1,3,5,1,,17.0,,9,9,1,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,1,1,6,,,,,5,,,,5501,100.0,80000,70,280,1250,67
2021,PAOOWF3GUFM46FBSP561,31084,CA,06037,06037550100,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,8,2,2,31,1,1,1,2,435000.0,,2.25,,3,,,,,,,,1,2,2,2,2,675000,1,1,3,5,1,,17.0,,9,9,1,14.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,1,4,>74,9999,Yes,,2,1,6,,,,,10,,,,7941,92.48,80000,118,1561,1835,61
2021,PAOOWF3GUFM46FBSP561,31084,CA,06037,06037405500,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,5,0,2,2,31,1,1,1,2,435000.0,,,,3,,,,,,,,1,2,2,2,2,,1,1,3,5,1,,17.0,,9,9,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,6847,84.23999999999998,80000,136,1481,1714,59
2021,PAOOWF3GUFM46FBSP561,31084,CA,06037,06037553902,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,4,0,2,2,31,1,1,1,2,435000.0,,,,3,,,,,,,,1,2,2,2,2,,1,1,3,5,1,,,,9,9,1,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,5689,90.89,80000,67,505,1171,47
2021,PAOOWF3GUFM46FBSP561,31084,CA,06037,06037201402,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,4,0,2,2,31,1,1,1,2,435000.0,,,,3,,,,,,,,1,2,2,2,2,,1,1,3,5,1,,36.0,,9,9,1,11.0,,,,1.0,11.0,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,1,1,6,,,,,10,,,,4693,92.05,80000,88,968,1260,66
2021,PAOOWF3GUFM46FBSP561,31084,CA,06037,06037600502,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,5,0,2,2,31,1,1,1,2,435000.0,,,,3,,,,,,,,1,2,2,2,2,,1,1,3,5,1,,29.0,,9,9,1,14.0,,,,1.0,14.0,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,2,2,6,,,,,10,,,,2221,96.8,80000,102,450,635,64
2021,549300CR5XDK0TP7I727,31084,CA,06037,06037535501,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,5,0,2,2,31,1,1,1,2,435000.0,,,,3,,,,,,,,,2,2,2,2,,1,1,3,5,2,,12.0,,9,9,1,14.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,4036,98.98,80000,57,197,794,63
2021,549300CR5XDK0TP7I727,31084,CA,06037,06037462700,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,2,2,32,1,1,1,2,435000.0,,2.935,,3,,,,,,,,2,2,2,2,2,985000,1,1,3,5,2,,29.0,,9,9,1,11.0,,,,1.0,11.0,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,2,1,6,,,,,10,,,,5433,72.73999999999998,80000,125,743,1717,61
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037234502,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,1,2,2,2,31,1,1,1,2,435000.0,,2.33,,3,,,,,,,,1,2,2,2,2,795000,1,1,3,5,3,,19.0,,9,9,1,14.0,,,,1.0,14.0,,,,2,2,6.0,,,,,6.0,,,,,2,2,2,1,2,1,65-74,65-74,Yes,Yes,2,1,6,,,,,10,,,,2231,96.77,80000,56,376,985,76
2021,549300TINI6CL78UD591,31084,CA,06037,06037530004,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,2,2,31,1,1,1,2,445000.0,,2.31,,3,,,,,,,,,2,2,2,2,705000,1,1,3,5,1,,26.0,,9,9,1,,,,,1.0,,,,,1,1,5.0,,,,,5.0,,,,,1,1,1,2,1,1,>74,>74,Yes,Yes,1,1,6,,,,,10,,,,4075,82.20999999999998,80000,85,766,1065,56
2021,549300TINI6CL78UD591,31084,CA,06037,06037407001,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,5,0,2,2,31,1,1,1,2,445000.0,,,,3,,,,,,,,,2,2,2,2,,1,1,3,5,1,,17.0,,9,9,1,,,,,5.0,,,,,1,4,5.0,,,,,8.0,,,,,1,4,2,5,1,4,>74,9999,Yes,,1,1,6,,,,,10,,,,5976,95.0,80000,106,1001,1138,59
2021,549300TINI6CL78UD591,31084,CA,06037,06037185320,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,2,0,2,2,31,1,1,1,2,445000.0,,2.12,,3,,,,,,,,,2,2,2,2,795000,1,1,3,5,1,,38.0,,9,9,1,,,,,1.0,,,,,1,1,6.0,,,,,6.0,,,,,2,2,1,2,1,1,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,2806,96.19,80000,58,288,744,76
2021,549300MHH03ICJYEPE85,31084,CA,06037,06037401202,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,9,2,2,31,1,1,1,2,445000.0,,1.54,,3,,,,,,,,2,2,2,2,2,785000,1,1,3,5,1,,29.0,,9,9,1,,,,,1.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,4727,53.8,80000,145,1075,1344,51
2021,549300MHH03ICJYEPE85,31084,CA,06037,06037401202,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,9,2,2,31,1,1,1,2,445000.0,,1.695,,3,,,,,,,,2,2,2,2,2,755000,1,1,3,5,1,,71.0,,9,10,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,4727,53.8,80000,145,1075,1344,51
2021,549300CK7U1WMTIG6687,31084,CA,06037,06037571502,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,2,0,2,2,4,1,1,1,2,445000.0,,1.985,,3,,,,,,,,2,2,2,2,2,955000,1,1,3,5,1,,34.0,,9,9,1,,,,,3.0,,,,,2,2,5.0,,,,,6.0,,,,,2,2,2,3,2,2,65-74,65-74,Yes,Yes,2,1,6,,,,,10,,,,4485,78.09999999999998,80000,103,896,1408,63
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037102105,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,2,2,31,1,1,1,2,445000.0,,2.32,,3,,,,,,,,1,2,2,2,2,715000,1,1,3,5,1,,37.0,,9,9,1,,,,,1.0,,,,,2,2,5.0,,,,,6.0,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,2,1,6,,,,,10,,,,1942,77.54999999999998,80000,59,268,464,65
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037400302,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,4,0,2,2,4,1,1,2,2,445000.0,,,,3,,,,,,,,1,2,2,2,2,,1,1,3,5,1,,26.0,,9,9,11,,,,,11.0,,,,,2,2,6.0,,,,,6.0,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,2,1,6,,,,,10,,,,3047,60.49,80000,135,649,865,44
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037408202,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,2,2,2,31,1,1,1,2,445000.0,,2.57,,3,,,,,,,,1,2,2,2,2,675000,1,1,3,5,1,,20.0,,9,10,1,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,2008,89.59,80000,81,238,486,50
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037461000,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,2,2,31,1,1,2,2,445000.0,,3.06,,3,,,,,,,,,2,2,2,2,745000,1,1,3,5,1,,47.0,,9,9,1,,,,,1.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,65-74,Yes,Yes,1,1,6,,,,,10,,,,6608,93.3,80000,99,1098,1807,69
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037920314,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,2,2,31,1,1,2,2,445000.0,,1.66,,3,,,,,,,,1,2,2,2,2,705000,1,1,3,5,1,,28.0,,9,9,1,11.0,,,,1.0,11.0,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,1,1,6,,,,,10,,,,2944,37.33,80000,199,765,819,27
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037123304,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,0,2,2,31,1,1,2,2,445000.0,,2.54,,3,,,,,,,,1,2,2,2,2,825000,1,1,3,5,1,,29.0,,9,10,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,2,2,6,,,,,10,,,,4496,52.74,80000,44,269,506,47
2021,549300OPCWU6E72WUT29,31084,CA,06037,06037106113,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,3,0,2,2,31,1,1,1,2,445000.0,,,,3,,,,,,,,2,2,2,2,2,,1,1,3,5,1,,36.0,,9,10,1,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,1,3,6,,,,,7,4.0,,,3455,85.84999999999998,80000,107,787,938,49
2021,549300OPCWU6E72WUT29,31084,CA,06037,06037480102,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,71,2,2,31,1,1,1,2,445000.0,,2.45,,3,,,,,,,,2,2,2,2,2,775000,1,1,3,5,1,,28.0,,9,10,1,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,4572,84.76,80000,114,841,1165,57
2021,PAOOWF3GUFM46FBSP561,31084,CA,06037,06037408623,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,1,8,2,2,31,1,1,1,2,445000.0,,1.985,,3,,,,,,,,1,2,2,2,2,885000,1,1,3,5,1,,154.0,,9,9,1,11.0,,,,1.0,11.0,,,,2,2,6.0,,,,,6.0,,,,,2,2,2,1,2,2,55-64,55-64,Yes,Yes,1,1,6,,,,,10,,,,3345,85.31999999999998,80000,104,738,966,42
2021,PAOOWF3GUFM46FBSP561,31084,CA,06037,06037530203,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,8,2,2,31,1,1,1,2,445000.0,,2.435,,3,,,,,,,,12,2,2,2,2,675000,1,1,3,5,1,,12.0,,9,9,11,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,2755,92.2,80000,85,337,777,58
2021,PAOOWF3GUFM46FBSP561,31084,CA,06037,06037503202,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,8,2,2,31,1,1,1,2,445000.0,,2.06,,3,,,,,,,,1,2,2,2,2,685000,1,1,3,5,1,,16.0,,9,9,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,>74,9999,Yes,,2,2,6,,,,,10,,,,4956,85.62999999999998,80000,107,841,1093,56
2021,549300TINI6CL78UD591,31084,CA,06037,06037703200,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,2,2,2,31,1,1,1,2,445000.0,,1.85,,3,,,,,,,,,2,2,2,2,925000,1,1,3,5,2,,16.0,,9,9,1,,,,,5.0,,,,,1,4,5.0,,,,,8.0,,,,,1,4,2,5,1,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,6124,90.81,80000,175,1797,2322,71
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037402501,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,3,0,2,1,4,1,1,2,2,445000.0,,,,3,,,,,,,,,2,2,2,2,895000,1,1,3,5,2,,32.0,,9,9,1,11.0,,,,1.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,2,2,2,65-74,55-64,Yes,Yes,2,2,6,,,,,9,,,,5657,96.18,80000,60,391,1110,52
2021,549300TINI6CL78UD591,31084,CA,06037,06037670100,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,2,2,2,31,1,1,1,2,45000.0,,3.17,,3,,,,,,,,,2,2,2,2,375000,1,1,3,5,1,,17.0,,9,9,1,14.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,6815,59.05,80000,104,1090,1639,48
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037408303,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,4,0,2,2,31,1,1,1,2,45000.0,,,,3,,,,,,,,12,2,2,2,2,,1,1,3,5,1,,45.0,,9,9,1,11.0,,,,1.0,11.0,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,1,65-74,65-74,Yes,Yes,2,1,6,,,,,10,,,,4363,90.74,80000,144,1012,1139,49
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037603702,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,3,0,2,2,31,1,1,2,2,45000.0,,,,3,,,,,,,,1,2,2,2,2,855000,1,1,3,5,1,,44.0,,9,9,1,,,,,1.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,2,1,6,,,,,9,,,,5112,68.49,80000,138,1222,1574,61
2021,5493001FXF3J5C0QWQ87,31084,CA,06037,06037403325,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,0,2,2,31,1,1,1,2,455000.0,,3.01,,3,,,,,,,,1,2,2,2,2,875000,1,1,3,5,1,,62.0,,9,9,1,,,,,1.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,2,1,6,,,,,10,,,,4852,67.48,80000,177,1221,1496,41
2021,5493001FXF3J5C0QWQ87,31084,CA,06037,06037650200,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,3,0,2,2,31,1,1,1,2,455000.0,,,,3,,,,,,,,1,2,2,2,2,865000,1,1,3,5,1,,17.0,,9,10,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,2,1,6,,,,,5,,,,6153,60.59,80000,158,1447,1861,58
2021,549300TINI6CL78UD591,31084,CA,06037,06037311700,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,2,2,31,1,1,1,2,455000.0,,1.61,,3,,,,,,,,,2,2,2,2,925000,1,1,3,5,1,,28.0,,9,9,1,,,,,1.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,5800,36.86,80000,156,1413,1910,63
2021,549300TINI6CL78UD591,31084,CA,06037,06037481800,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,2,2,2,31,1,1,1,2,455000.0,,1.99,,3,,,,,,,,,2,2,2,2,805000,1,1,3,5,1,,37.0,,9,9,1,,,,,5.0,,,,,1,4,5.0,,,,,8.0,,,,,1,4,2,5,1,4,>74,9999,Yes,,1,1,6,,,,,10,,,,2908,86.97,80000,127,725,898,62
2021,549300TINI6CL78UD591,31084,CA,06037,06037403702,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,2,2,31,1,1,1,2,455000.0,,1.82,,3,,,,,,,,,2,2,2,2,775000,1,1,3,5,1,,30.0,,9,9,1,,,,,1.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,3773,65.94,80000,147,894,1119,52
2021,549300TINI6CL78UD591,31084,CA,06037,06037503701,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,3,0,2,2,31,1,1,1,2,455000.0,,,,3,,,,,,,,,2,2,2,2,765000,1,1,3,5,1,,41.0,,9,9,1,,,,,1.0,,,,,1,1,5.0,,,,,5.0,,,,,1,1,1,2,1,1,>74,>74,Yes,Yes,1,1,6,,,,,9,,,,5267,64.99,80000,122,1008,1181,52
2021,549300MHH03ICJYEPE85,31084,CA,06037,06037552100,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,9,2,2,31,1,1,1,2,455000.0,,2.04,,3,,,,,,,,2,2,2,2,2,665000,1,1,3,5,1,,20.0,,9,10,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,6161,85.0,80000,105,1025,1316,57
2021,549300MHH03ICJYEPE85,31084,CA,06037,06037433101,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,9,2,2,31,1,1,1,2,455000.0,,1.955,,3,,,,,,,,2,2,2,2,2,715000,1,1,3,5,1,,36.0,,9,9,1,11.0,,,,1.0,11.0,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,2,1,6,,,,,10,,,,2497,93.87,80000,82,394,631,59
2021,549300CK7U1WMTIG6687,31084,CA,06037,06037219010,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,71,2,2,32,1,1,1,2,455000.0,,1.84,,3,,,,,,,,2,2,2,2,2,825000,1,1,3,5,1,,20.0,,9,10,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,2694,94.62,80000,78,396,796,76
2021,549300CR5XDK0TP7I727,31084,CA,06037,06037573800,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,71,2,2,31,1,1,1,2,455000.0,,2.715,,3,,,,,,,,,2,2,2,2,745000,1,1,3,5,1,,29.0,,1,10,1,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,4376,35.08,80000,161,1264,1551,60
2021,549300CR5XDK0TP7I727,31084,CA,06037,06037406601,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,2,2,32,1,1,1,2,455000.0,,2.07,,3,,,,,,,,2,2,2,2,2,845000,1,1,3,5,1,,64.0,,9,9,1,11.0,,,,1.0,11.0,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,2,1,6,,,,,10,,,,5648,84.15,80000,139,1326,1509,58
2021,549300CR5XDK0TP7I727,31084,CA,06037,06037603802,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,71,2,2,31,1,1,1,2,455000.0,,2.205,,3,,,,,,,,2,2,2,2,2,855000,1,1,3,5,1,,30.0,,9,9,1,,,,,1.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,65-74,Yes,Yes,2,1,6,,,,,10,,,,4108,91.09,80000,86,419,971,51
2021,549300CR5XDK0TP7I727,31084,CA,06037,06037434003,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Female,1,2,2,2,31,1,1,1,2,455000.0,,2.765,,3,,,,,,,,2,2,2,2,2,685000,1,1,3,5,1,,26.0,,9,10,1,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,4476,95.67,80000,65,475,1089,56
