census_tract,_rm_per_1000,rm_no,county_code,county,state_code,census_tract_np,census_tract_period,total_population,62yr_pp_pct,median_age,hispanic_pp_pct,non_hispanic_black_pp_pct
06001441301,1.2117540139351712,4,06001, Alameda County,CA,441301,4413.01,3301,11.7%,36.9,6.0%,6.5%
06001441501,0.6110601894286587,4,06001, Alameda County,CA,441501,4415.01,6546,23.6%,42.2,8.1%,2.4%
06001441601,0.8028904054596548,4,06001, Alameda County,CA,441601,4416.01,4982,18.7%,42.8,16.8%,9.0%
06001441402,0.739781764379508,4,06001, Alameda County,CA,441402,4414.02,5407,17.7%,38.6,9.2%,2.4%
06001404101,1.325820351342393,4,06001, Alameda County,CA,404101,4041.01,3017,21.3%,40.1,7.0%,7.9%
06001409500,0.9689922480620154,4,06001, Alameda County,CA,409500,4095,4128,10.1%,29.5,64.9%,25.0%
06001444500,0.5320563979781857,4,06001, Alameda County,CA,444500,4445,7518,10.0%,33.1,47.6%,4.1%
06001430400,1.8984337921214998,4,06001, Alameda County,CA,430400,4304,2107,24.8%,43.1,11.7%,1.5%
06001444602,0.8766162612316459,4,06001, Alameda County,CA,444602,4446.02,4563,10.5%,35.3,11.5%,6.0%
06001402200,1.6148566814695196,4,06001, Alameda County,CA,402200,4022,2477,13.6%,34.4,16.2%,31.8%
06001451505,0.8777062609713282,3,06001, Alameda County,CA,451505,4515.05,3418,18.4%,47,14.0%,1.0%
06001422500,0.6818181818181819,3,06001, Alameda County,CA,422500,4225,4400,8.9%,24.3,9.9%,2.9%
06001402400,1.0467550593161201,3,06001, Alameda County,CA,402400,4024,2866,18.2%,34.7,9.1%,48.4%
06001430900,0.565078169146732,3,06001, Alameda County,CA,430900,4309,5309,17.6%,35.5,21.0%,9.7%
06001407101,0.7851347814708192,3,06001, Alameda County,CA,407101,4071.01,3821,11.0%,31.3,54.2%,14.0%
06001440333,1.006036217303823,3,06001, Alameda County,CA,440333,4403.33,2982,21.8%,45.2,4.5%,2.2%
06001406700,0.5815080441946114,3,06001, Alameda County,CA,406700,4067,5159,25.7%,48.2,13.8%,14.5%
06001424002,1.1614401858304297,3,06001, Alameda County,CA,424002,4240.02,2583,15.6%,36,22.7%,33.6%
06001437600,0.8484162895927602,3,06001, Alameda County,CA,437600,4376,3536,20.2%,41.2,42.8%,6.1%
06001437102,0.6635700066357001,3,06001, Alameda County,CA,437102,4371.02,4521,20.9%,39.7,29.4%,7.9%
06001440336,0.676132521974307,3,06001, Alameda County,CA,440336,4403.36,4437,18.8%,38,18.4%,8.7%
06001437500,0.6621054954756125,3,06001, Alameda County,CA,437500,4375,4531,12.4%,31.8,66.1%,2.9%
06001405200,0.5788153579008296,3,06001, Alameda County,CA,405200,4052,5183,18.2%,37.3,15.8%,9.0%
06001400200,1.4947683109118086,3,06001, Alameda County,CA,400200,4002,2007,26.5%,43.7,8.7%,2.6%
06001434000,0.562429696287964,3,06001, Alameda County,CA,434000,4340,5334,10.6%,32.9,46.6%,16.3%
06001420600,0.8731082654249127,3,06001, Alameda County,CA,420600,4206,3436,24.5%,44.1,11.6%,0.3%
06001438201,0.5832037325038881,3,06001, Alameda County,CA,438201,4382.01,5144,17.0%,37,62.1%,6.4%
06001441522,0.5732849226065354,3,06001, Alameda County,CA,441522,4415.22,5233,17.2%,40.3,12.2%,6.7%
06001403501,0.6678539626001782,3,06001, Alameda County,CA,403501,4035.01,4492,22.6%,38.7,12.3%,23.9%
06001409600,0.6026516673362796,3,06001, Alameda County,CA,409600,4096,4978,8.6%,32,57.0%,32.6%
06001436700,0.9188361408882082,3,06001, Alameda County,CA,436700,4367,3265,14.8%,33.3,48.5%,5.9%
06001450102,0.5296610169491526,3,06001, Alameda County,CA,450102,4501.02,5664,9.3%,36.4,17.6%,6.4%
06001441924,0.4010159069643096,3,06001, Alameda County,CA,441924,4419.24,7481,14.7%,37.7,11.8%,2.9%
06001436601,0.4324012683770539,3,06001, Alameda County,CA,436601,4366.01,6938,11.1%,31.2,55.5%,6.7%
06001442800,1.016260162601626,3,06001, Alameda County,CA,442800,4428,2952,20.3%,41.2,16.7%,1.5%
06001442602,0.593002569677802,3,06001, Alameda County,CA,442602,4426.02,5059,12.8%,35.1,27.9%,3.6%
06001443301,0.6888633754305395,3,06001, Alameda County,CA,443301,4433.01,4355,16.8%,41.4,8.8%,1.4%
06001420200,0.900360144057623,3,06001, Alameda County,CA,420200,4202,3332,14.3%,37.1,12.1%,5.6%
