census_tract,_rm_per_1000,rm_no,county_code,county,state_code,census_tract_np,census_tract_period,total_population,62yr_pp_pct,median_age,hispanic_pp_pct,non_hispanic_black_pp_pct
06067008403,2.743484224965706,18,06067, Sacramento County,CA,8403,84.03,6561,13.5%,34.4,14.0%,0.5%
06067008007,2.735562310030395,9,06067, Sacramento County,CA,8007,80.07,3290,30.6%,41,9.0%,4.2%
06067009614,2.7104136947218262,19,06067, Sacramento County,CA,9614,96.14,7010,13.2%,37.1,27.0%,16.3%
06067007602,2.5745548165629693,12,06067, Sacramento County,CA,7602,76.02,4661,23.9%,40.7,10.7%,8.0%
06067005404,2.573529411764706,14,06067, Sacramento County,CA,5404,54.04,5440,25.4%,48,11.6%,2.2%
06067008913,2.463661000246366,10,06067, Sacramento County,CA,8913,89.13,4059,20.8%,41.3,20.1%,1.9%
06067005801,2.450980392156863,13,06067, Sacramento County,CA,5801,58.01,5304,22.8%,41.9,19.5%,3.8%
06067008703,2.407704654895666,12,06067, Sacramento County,CA,8703,87.03,4984,29.2%,47.7,5.9%,2.8%
06067004001,2.4005486968449934,14,06067, Sacramento County,CA,4001,40.01,5832,27.9%,41.5,28.1%,9.3%
06067008207,2.3934897079942554,10,06067, Sacramento County,CA,8207,82.07,4178,19.0%,44.6,5.2%,1.6%
06067008124,2.2888056595921764,11,06067, Sacramento County,CA,8124,81.24,4806,24.6%,41.6,11.0%,1.8%
06067008132,2.255639097744361,9,06067, Sacramento County,CA,8132,81.32,3990,30.3%,46.4,10.9%,8.8%
06067009332,2.2404779686333085,3,06067, Sacramento County,CA,9332,93.32,1339,23.6%,44.5,16.2%,0.0%
06067008111,2.2148394241417497,14,06067, Sacramento County,CA,8111,81.11,6321,23.9%,43.6,17.0%,0.7%
06067009406,2.1739130434782608,5,06067, Sacramento County,CA,9406,94.06,2300,25.7%,48.2,21.6%,2.3%
06067008130,2.1447721179624666,8,06067, Sacramento County,CA,8130,81.3,3730,18.6%,37.4,23.5%,3.6%
06067009309,2.136752136752137,5,06067, Sacramento County,CA,9309,93.09,2340,32.3%,49.7,17.9%,1.0%
06067009502,2.1327311504202737,17,06067, Sacramento County,CA,9502,95.02,7971,13.6%,35.1,36.1%,0.7%
06067009622,2.1273933174821673,17,06067, Sacramento County,CA,9622,96.22,7991,18.9%,41.9,11.1%,10.3%
06067008402,2.0964360587002098,12,06067, Sacramento County,CA,8402,84.02,5724,18.1%,41.7,13.7%,0.3%
06067007424,2.0768431983385254,8,06067, Sacramento County,CA,7424,74.24,3852,11.7%,30.8,24.7%,13.0%
06067008119,2.0550110654441984,13,06067, Sacramento County,CA,8119,81.19,6326,14.7%,34.9,18.9%,6.2%
06067005904,2.0475020475020473,10,06067, Sacramento County,CA,5904,59.04,4884,19.3%,39,9.5%,4.3%
06067008135,2.0380434782608696,9,06067, Sacramento County,CA,8135,81.35,4416,31.6%,41.6,17.8%,1.0%
06067008210,2.0359687818120125,12,06067, Sacramento County,CA,8210,82.1,5894,34.8%,52,10.7%,0.1%
06067007012,2.027809965237543,7,06067, Sacramento County,CA,7012,70.12,3452,13.8%,35.2,37.8%,18.4%
06067009112,1.998001998001998,8,06067, Sacramento County,CA,9112,91.12,4004,15.4%,33.8,24.2%,8.3%
06067001700,1.9952838744785053,11,06067, Sacramento County,CA,1700,17,5513,21.0%,38.3,17.4%,1.3%
06067002900,1.993620414673046,10,06067, Sacramento County,CA,2900,29,5016,20.1%,41.4,22.9%,2.9%
06067007428,1.991465149359886,7,06067, Sacramento County,CA,7428,74.28,3515,10.9%,37.7,15.3%,4.4%
06067008006,1.9873532068654018,11,06067, Sacramento County,CA,8006,80.06,5535,29.0%,49.9,10.5%,3.0%
06067007415,1.9835647492207424,7,06067, Sacramento County,CA,7415,74.15,3529,17.9%,34,14.5%,11.6%
06067009504,1.9500780031201248,5,06067, Sacramento County,CA,9504,95.04,2564,16.4%,31.3,49.3%,0.9%
06067005803,1.9412090959511925,7,06067, Sacramento County,CA,5803,58.03,3606,32.1%,51.5,7.5%,0.2%
06067009007,1.938735944164405,5,06067, Sacramento County,CA,9007,90.07,2579,13.1%,32.2,28.3%,15.2%
06067008209,1.9321597252039502,9,06067, Sacramento County,CA,8209,82.09,4658,27.1%,46.4,12.1%,2.1%
06067008905,1.890359168241966,9,06067, Sacramento County,CA,8905,89.05,4761,19.2%,40.3,24.8%,4.0%
06067009103,1.8691588785046729,6,06067, Sacramento County,CA,9103,91.03,3210,18.6%,37,22.9%,11.9%
06067003900,1.8365472910927456,6,06067, Sacramento County,CA,3900,39,3267,27.8%,47.1,27.7%,2.7%
06067008138,1.8214936247723132,7,06067, Sacramento County,CA,8138,81.38,3843,18.9%,36.4,23.8%,7.7%
06067008208,1.817814582912543,9,06067, Sacramento County,CA,8208,82.08,4951,18.7%,33.8,15.4%,0.4%
06067007904,1.7905102954341987,10,06067, Sacramento County,CA,7904,79.04,5585,20.0%,37.3,13.7%,0.9%
06067006102,1.782001782001782,6,06067, Sacramento County,CA,6102,61.02,3367,20.6%,36.4,21.9%,14.5%
06067008145,1.769188894937398,13,06067, Sacramento County,CA,8145,81.45,7348,20.0%,40.4,13.9%,3.5%
06067000300,1.7554125219426564,6,06067, Sacramento County,CA,300,3,3418,23.6%,46.3,13.1%,1.4%
06067007208,1.736111111111111,8,06067, Sacramento County,CA,7208,72.08,4608,15.8%,38.4,17.3%,3.4%
06067005901,1.7112632233976355,11,06067, Sacramento County,CA,5901,59.01,6428,37.7%,50.8,10.5%,2.8%
06067008143,1.6900048285852245,7,06067, Sacramento County,CA,8143,81.43,4142,19.9%,38.7,21.3%,2.0%
06067005002,1.6882386043894204,12,06067, Sacramento County,CA,5002,50.02,7108,16.5%,31,42.3%,11.8%
06067004006,1.6835016835016834,9,06067, Sacramento County,CA,4006,40.06,5346,22.0%,37,21.2%,12.5%
06067007426,1.6652789342214822,4,06067, Sacramento County,CA,7426,74.26,2402,11.3%,32.8,11.7%,14.6%
06067008404,1.6560861164780567,6,06067, Sacramento County,CA,8404,84.04,3623,16.5%,35.5,21.7%,0.2%
06067008137,1.6528925619834711,4,06067, Sacramento County,CA,8137,81.37,2420,19.1%,37,5.0%,3.1%
06067008129,1.6501650165016502,5,06067, Sacramento County,CA,8129,81.29,3030,23.0%,42.6,20.1%,3.0%
06067005804,1.6494845360824744,4,06067, Sacramento County,CA,5804,58.04,2425,34.5%,50.6,7.6%,0.0%
06067008908,1.6467682173734046,8,06067, Sacramento County,CA,8908,89.08,4858,25.6%,42.9,31.8%,5.8%
